2026-04-23 06:52:54	[Main thread]	INFO	readr	cli_block	 [36m──[39m [1mColumn specification[22m [36m──────────────────────────────────────────────────────────────────────────────────────────────────────[39m cols(   checkLevel = [31mcol_character()[39m,   checkName = [31mcol_character()[39m,   checkDescription = [31mcol_character()[39m,   kahnContext = [31mcol_character()[39m,   kahnCategory = [31mcol_character()[39m,   kahnSubcategory = [31mcol_character()[39m,   sqlFile = [31mcol_character()[39m,   evaluationFilter = [31mcol_character()[39m,   severity = [31mcol_character()[39m ) 
2026-04-23 06:53:07	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_DESCRIPTION] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 435 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_DESCRIPTION.txt
2026-04-23 06:53:08	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 426 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2026-04-23 06:53:09	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_NAME] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 428 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_NAME.txt
2026-04-23 06:53:09	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_SYNTAX] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 430 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_SYNTAX.txt
2026-04-23 06:53:09	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_INITIATION_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 428 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_INITIATION_DATE.txt
2026-04-23 06:53:10	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 432 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-04-23 06:53:10	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 424 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-04-23 06:53:59	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isRequired
2026-04-23 06:54:00	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 467 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isRequired_COHORT_COHORT_DEFINITION_ID.txt
2026-04-23 06:54:00	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 462 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isRequired_COHORT_COHORT_END_DATE.txt
2026-04-23 06:54:01	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 464 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isRequired_COHORT_COHORT_START_DATE.txt
2026-04-23 06:54:02	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: SUBJECT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 457 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isRequired_COHORT_SUBJECT_ID.txt
2026-04-23 06:54:03	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 478 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isRequired_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2026-04-23 06:54:03	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_NAME] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 480 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isRequired_COHORT_DEFINITION_COHORT_DEFINITION_NAME.txt
2026-04-23 06:54:04	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 484 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isRequired_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-04-23 06:54:04	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 476 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isRequired_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-04-23 06:54:28	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: cdmDatatype
2026-04-23 06:54:29	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 397 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmDatatype_COHORT_COHORT_DEFINITION_ID.txt
2026-04-23 06:54:29	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT] [CDM Field: SUBJECT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 387 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmDatatype_COHORT_SUBJECT_ID.txt
2026-04-23 06:54:30	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 408 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmDatatype_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2026-04-23 06:54:30	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 414 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmDatatype_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-04-23 06:54:31	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 406 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_cdmDatatype_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-04-23 06:55:00	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isPrimaryKey
2026-04-23 06:55:05	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isForeignKey
2026-04-23 06:55:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isForeignKey] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 469 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isForeignKey_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2026-04-23 06:55:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isForeignKey] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 475 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isForeignKey_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-04-23 06:55:07	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isForeignKey] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 467 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isForeignKey_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-04-23 06:55:33	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: fkDomain
2026-04-23 06:55:40	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: fkClass
2026-04-23 06:55:41	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isStandardValidConcept
2026-04-23 06:55:41	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isStandardValidConcept] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 417 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isStandardValidConcept_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-04-23 06:55:42	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isStandardValidConcept] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 409 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_isStandardValidConcept_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-04-23 06:55:51	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: measureValueCompleteness
2026-04-23 06:55:53	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 400 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_COHORT_DEFINITION_ID.txt
2026-04-23 06:55:54	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 395 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_COHORT_END_DATE.txt
2026-04-23 06:55:54	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 397 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_COHORT_START_DATE.txt
2026-04-23 06:55:55	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT] [CDM Field: SUBJECT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 390 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_SUBJECT_ID.txt
2026-04-23 06:55:55	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_DESCRIPTION] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 420 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_COHORT_DEFINITION_DESCRIPTION.txt
2026-04-23 06:55:55	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 411 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2026-04-23 06:55:56	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_NAME] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 413 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_COHORT_DEFINITION_NAME.txt
2026-04-23 06:55:56	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_SYNTAX] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 415 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_COHORT_DEFINITION_SYNTAX.txt
2026-04-23 06:55:57	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_INITIATION_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 413 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_COHORT_INITIATION_DATE.txt
2026-04-23 06:55:57	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 417 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-04-23 06:55:57	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort_definition" does not exist   Position: 409 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-04-23 06:56:53	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: standardConceptRecordCompleteness
2026-04-23 06:57:01	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: sourceConceptRecordCompleteness
2026-04-23 06:57:03	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: sourceValueCompleteness
2026-04-23 06:57:08	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleValueLow
2026-04-23 06:57:09	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueLow] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 453 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_plausibleValueLow_COHORT_COHORT_END_DATE.txt
2026-04-23 06:57:10	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueLow] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 455 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_plausibleValueLow_COHORT_COHORT_START_DATE.txt
2026-04-23 06:57:20	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleValueHigh
2026-04-23 06:57:20	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueHigh] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 408 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_plausibleValueHigh_COHORT_COHORT_END_DATE.txt
2026-04-23 06:57:21	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueHigh] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "meiru_results.cohort" does not exist   Position: 410 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/Output/Data Quality Dashboard/meiru_cdm/errors/FIELD_plausibleValueHigh_COHORT_COHORT_START_DATE.txt
